నమస్తే,False
ధన్యవాదాలు,False
సంతోషం,False
ప్రేమ,False
మనసు,False
ఆనందం,False
శాంతి,False
బంధం,False
వినయం,False
స్నేహం,False
బావొచ్చు,False
మనం,False
తినండి,False
చదువు,False
పాఠశాల,False
గురువు,False
విద్య,False
సత్యం,False
ధర్మం,False
ఆరాధన,False
దయ,False
మంచితనము,False
మాతృభూమి,False
భాష,False
పెద్దలు,False
కుటుంబం,False
చెల్లి,False
అక్క,False
మిత్రుడు,False
అన్నం,False
నీళ్లు,False
చెట్టు,False
కల,False
దారి,False
సహాయం,False
ఉపకారం,False
కలిసిమెలిసి,False
మాట,False
చిరునవ్వు,False
నవ్వు,False
కలిసికట్టుగా,False
పని,False
చాకచక్యంగా,False
సమయం,False
వెన్నెల,False
తెలుగు,False
పుస్తకం,False
కలాలు,False
స్వప్నం,False
పాట,False
సినిమా,False
కథ,False
పుస్తకాలు,False
వాక్యం,False
పాఠం,False
సాహిత్యం,False
సంగీతం,False
నాటకం,False
కళ,False
పండగ,False
సంస్కృతి,False
సాంప్రదాయం,False
ప్రకృతి,False
ఆత్మీయుడు,False
కవిత,False
సంఘం,False
ఆహారం,False
పలుకుబడి,False
బుద్ధిమంతుడు,False
నమ్రమైన,False
శుభాకాంక్షలు,False
కల్పన,False
శ్రద్ధ,False
ప్రయత్నం,False
అభ్యాసం,False
విజయం,False
లక్ష్యం,False
స్ఫూర్తి,False
ఉపదేశం,False
ప్రశ్న,False
సమాధానం,False
మాటలాడు,False
తెలివి,False
ఆలోచన,False
శక్తి,False
నాయకత్వం,False
ప్రగతి,False
ధైర్యం,False
ఓర్పు,False
సహనం,False
నమ్మకం,False
సూపర్,False
చాలా బాగుంది,False
వావ్,False
దయచేసి,False
చిన్నమ్మ,False
అద్భుతం,False
దీవెనలు,False
పవర్‌ఫుల్,False
సంతోషంగా ఉంది,False
వెరీ నైస్,False
మంచి పని,False
చాలా హ్యాపీ,False
ఎవ్వాలా,False
ప్యూర్ లవ్,False
సింపుల్‌గా,False
చక్కగా ఉంది,False
రియల్ ఫీల్,False
బాగా ఉంది,False
జయహో,False
గమనించండి,False
గుర్తించండి,False
ధన్యమైన,False
రాణి,False
చుట్టు,False
ఇష్టం,False
మీతో ఉంటాను,False
సహాయం చేయండి,False
మీరు శక్తివంతులు,False
చక్కగా,False
ఫ్రెండ్,False
లవ్,False
వివాహం,False
హ్యాపీ,False
లైఫ్,False
ఎలివేట్,False
గెలిచారు,False
ఆనందకరమైన,False
మోసాలు,False
మనం కలిసి,False
మిమ్మల్ని,False
ధన్యవాదములు,False
పోల్చుకోండి,False
అలసిపోతున్నా,False
నవచైతన్యం,False
సాధించండి,False
దేవుడు,False
దేవుడ,False
namaste,False
dhanyavaadalu,False
santhosham,False
prema,False
manasu,False
anandam,False
shanti,False
bandham,False
vinayamu,False
snehitham,False
baavocchu,False
neenu,False
manam,False
ame,False
tinandandi,False
chadavu,False
pathashala,False
vidya,False
sathyam,False
dharmam,False
aaradhana,False
daya,False
manchithanam,False
matrubhoomi,False
bhasha,False
peddalu,False
kutumbam,False
chelli,False
mitrudu,False
annam,False
neellu,False
chettu,False
daari,False
sahaayam,False
upakaaram,False
kalisimelisi,False
maat,False
chirunavvu,False
navvu,False
kalisikattuga,False
pani,False
chaakachakyanga,False
samayam,False
vennela,False
pustakam,False
kalaalu,False
swapnam,False
paata,False
cinema,False
katha,False
pustakalu,False
vaakyam,False
paatham,False
saahityam,False
sangeetham,False
natakam,False
pandaga,False
samskruthi,False
saampradayam,False
prakruthi,False
aathmiyudu,False
kavita,False
sangham,False
aaharam,False
palukubadi,False
buddhimantudu,False
namramaina,False
shubhakaankshalu,False
kalpana,False
shraddha,False
prayatnam,False
abhyasam,False
vijayam,False
lakshyam,False
sphoorthi,False
upadesham,False
prashna,False
samaadhaanam,False
maataladu,False
telivi,False
aalochana,False
shakti,False
naayakathvam,False
pragathi,False
dhairyam,False
oorpu,False
sahanam,False
nammakam,False
chaala baagundi,False
vaav,False
dayachesi,False
chinnamma,False
adbhutam,False
deevenalu,False
santhoshanga undi,False
manchi pani,False
chaala happy,False
evvaala,False
simplega,False
chakkaga undi,False
baagundi,False
jayaho,False
gamaninchandi,False
gurtinchandi,False
rani,False
chuttu,False
ishtam,False
meetho untanu,False
sahaayam cheyandi,False
meeru shaktiyanthulu,False
chakkaga,False
vivaham,False
gelicharu,False
anandakaramina,False
mosalu,False
manam kalisi,False
mimmalni,False
dhanyavaadhamulu,False
polchukondi,False
alasipothunna,False
navachaitanyam,False
saadhinchandi,False
devudu,False
hello,False
happiness,False
heart,False
joy,False
peace,False
bond,False
respect,False
friendship,False
can be,False
we,False
you all,False
she,False
give,False
study,False
school,False
teacher,False
knowledge,False
truth,False
duty,False
worship,False
compassion,False
motherland,False
language,False
elders,False
family,False
father,False
sister,False
rice,False
water,False
tree,False
dream,False
path,False
help,False
assistance,False
word,False
smile,False
laugh,False
okay,False
yes,False
work,False
efficiently,False
time,False
moonlight,False
book,False
dreams,False
vision,False
song,False
movie,False
story,False
books,False
sentence,False
lesson,False
literature,False
music,False
play,False
art,False
festival,False
culture,False
tradition,False
nature,False
relative,False
poetry,False
society,False
food,False
speech,False
intelligent,False
polite,False
wishes,False
imagination,False
devotion,False
effort,False
practice,False
goal,False
inspiration,False
teaching,False
question,False
answer,False
conversation,False
wisdom,False
thought,False
strength,False
leadership,False
progress,False
courage,False
patience,False
tolerance,False
trust,False
very good,False
wow,False
please,False
little mother,False
amazing,False
blessings,False
good work,False
very happy,False
simply,False
well done,False
notice,False
remember,False
blessed,False
queen,False
around,False
like,False
i will stay with you,False
help me,False
you are strong,False
marriage,False
you won,False
full of joy,False
cheats,False
we together,False
thanks,False
compare,False
tired,False
new energy,False
succeed,False
god,False
hi,False
gadu,False
thellarlu,False
vunda,False
letha,False
ara,False
golu,False
golilu,False
kapari,False
gorre,False
manishi,False
sambar,False
biddalu,False
gallu,False
andhra,False
telangana,False
oka,False
star,False
actress,False
bazaar,False
bro,False
dude,False
brotha,False
గాడు,False
స్టార్,False
అభినయకారిణి,False
బజార్,False
తెల్లర్లు,False
నేచుకు,False
వుండ,False
లెత,False
అర,False
గోలు,False
గోలిలు,False
నన్న,False
కాపారి,False
కాపర్లు,False
గోరె,False
మానిషి,False
సాంబారు,False
బిడ్డలు,False
గళ్ళు,False
ఆంధ్ర,False
తెలంగాణ,False
ఒక,False
big,False
huge,False
small,False
fruits,False
vegetables,False
fruit,False
are good,False
are fine,False
we are fine,False
మంచిది,False
గొప్ప,False
పెద్ద,False
చిన్న,False
జామకాయలు,False
తాతికాయలు,False
పండు,False
బాగుంటాయి,False
బావుంటాయి,False
బాగున్నాము,False
manchidi,False
goppa,False
pedda,False
chinna,False
jamakayalu,False
thatikayalu,False
pandu,False
baguntayi,False
bavuntayi,False
bagunnamu,False
meeru manchi vaaru,False
meedi chala pedda manasu,False
meedi chaala pedda illu,False
mee kallu chala baguntayi,False
dandam ra dhootha,False
salaam namastey,False
mee career best icharu,False
best edit bhayya,False
salaam,False
bhayya,False
thinu,False
mangalavaram,False
cheyyaku,False
ilaney chaduvukondi,False
pillalu chedipothunnaru,False
pillalu padu ayipothunnaru,False
pillalu,False
pilladu,False
gola,False
jagrath,False
em movie abba,False
asal mid lo nunchi povatledu,False
acting super,False
theesta,False
thoolu,False
thokka,False
oke okka chance,False
pettadu,False
em feel undi mowa,False
deenamma em feel vundi bhayya,False
thata vastadey adaragotti pothade,False
adi kuda correct ey kada saar,False
biryani thindam,False
beer tagudm,False
😅,False
🤣,False
😂,False
🥲,False
🤤,False
nee abba ,True
naa kodaka,True
hang,True
execute,True
slaughter,True
massacre,True
abduct,True
darn,True
crap,True
bloody,True
hell,True
pissed,True
screw,True
damn,True
bugger,True
bollocks,True
jerk,True
fatty,True
ugly,True
worthless,True
get lost,True
nobody likes you,True
die soon,True
మెంటలోడ,True
పిచ్చోడ,True
పిచ్చిడి,True
పిచ్చి,True
బుర్రలేడు,True
బుర్రలేదు,True
బుర్రతక్కువ,True
బుర్ర తక్కువ ఎడవలు,True
బుర్ర లేనిది,True
బుర్ర తక్కువది,True
గాడిద,True
పంది,True
కుక్క,True
కుతే,True
కప్ప గాడు,True
తొండ గాడు,True
దున్నపోత,True
పిచ్చి ముండ,True
పిచ్చ నా కొడుకు,True
పిచ్చి నా బట్ట,True
బట్ట,True
మెంటల్ నా బట్ట,True
ఓసే,True
వెలి ముద్ర గాడు,True
ఎలి ముద్ర గాడు,True
పావల గాడు,True
మబ్బు గాడు,True
బుద్ధిలేని వాడు,True
మొద్దు బుర్ర,True
వెధవ,True
చల్తా,True
చిల్తర,True
బీదాఖోర్,True
బేవార్స్,True
బేవకూఫ్,True
లేవలేని వాడు,True
పతివ్రత,True
అడంగి,True
చెక్కగాడు,True
చెక్క మొకం,True
బిచ్చగాడు,True
అనాధ,True